Fecha (dd/mm/aaaa),Tasa de cambio representativa del mercado (TRM)
40759,1772.52
40760,1781.33
40761,1792.68
40762,1792.68
40763,1792.68
40764,1811.18
40765,1811.68
40766,1800.97
40767,1793.47
40768,1783.35
40769,1783.35
40770,1783.35
40771,1783.35
40772,1776.66
40773,1767.29
40774,1775.84
40775,1779.05
40776,1779.05
40777,1779.05
40778,1779.86
40779,1781.91
40780,1791.61
40781,1791.05
40782,1794.02
40783,1794.02
40784,1794.02
40785,1787.52
40786,1783.66
40787,1780.26
40788,1778.51
40789,1782.8
40790,1782.8
40791,1782.8
40792,1782.8
40793,1791.89
40794,1789.3
40795,1789.9
40796,1796.58
40797,1796.58
40798,1796.58
40799,1811.34
40800,1813.42
40801,1824.15
40802,1822.04
40803,1820.29
40804,1820.29
40805,1820.29
40806,1843.26
40807,1854.96
40808,1882.23
40809,1915.63
40810,1902.45
40811,1902.45
40812,1902.45
40813,1903.31
40814,1887.38
40815,1907.75
40816,1915.1
40817,1929.01
40818,1929.01
40819,1929.01
40820,1943.8
40821,1972.76
40822,1967.56
40823,1952.09
40824,1931.64
40825,1931.64
40826,1931.64
40827,1931.64
40828,1913.6
40829,1896.72
40830,1909.12
40831,1895.33
40832,1895.33
40833,1895.33
40834,1895.33
40835,1902.47
40836,1900.1
40837,1905.95
40838,1897.45
40839,1897.45
40840,1897.45
40841,1878.78
40842,1875.55
40843,1878.1
40844,1862.84
40845,1863.06
40846,1863.06
40847,1863.06
40848,1871.49
40849,1891.38
40850,1889.66
40851,1905.38
40852,1915.72
40853,1915.72
40854,1915.72
40855,1915.72
40856,1908.71
40857,1917.69
40858,1913.65
40859,1913.65
40860,1913.65
40861,1913.65
40862,1913.65
40863,1915.41
40864,1912.2
40865,1910.83
40866,1917.45
40867,1917.45
40868,1917.45
40869,1928.47
40870,1925.39
40871,1932.63
40872,1932.63
40873,1948.48
40874,1948.48
40875,1948.48
40876,1946.28
40877,1967.18
40878,1948.51
40879,1949.56
40880,1938.83
40881,1938.83
40882,1938.83
40883,1936.29
40884,1936.11
40885,1930.57
40886,1930.57
40887,1927.1
40888,1927.1
40889,1927.1
40890,1932.3
40891,1929.01
40892,1937.6
40893,1935.96
40894,1935.64
40895,1935.64
40896,1935.64
40897,1939.39
40898,1932.08
40899,1935.72
40900,1927.71
40901,1920.93
40902,1920.93
40903,1920.93
40904,1920.93
40905,1920.16
40906,1938.52
40907,1942.7
40908,1942.7
40909,1942.7
40910,1942.7
40911,1942.7
40912,1915.02
40913,1898.24
40914,1884.44
40915,1884.47
40916,1884.47
40917,1884.47
40918,1884.47
40919,1865.07
40920,1854.17
40921,1842.47
40922,1841.31
40923,1841.31
40924,1841.31
40925,1841.31
40926,1836.34
40927,1827.24
40928,1821.86
40929,1828.75
40930,1828.75
40931,1828.75
40932,1811.55
40933,1814.58
40934,1814.69
40935,1801.88
40936,1810.55
40937,1810.55
40938,1810.55
40939,1815.08
40940,1805.98
40941,1797.68
40942,1795.55
40943,1784.77
40944,1784.77
40945,1784.77
40946,1787.96
40947,1783.34
40948,1778.9
40949,1774.96
40950,1785.59
40951,1785.59
40952,1785.59
40953,1778.12
40954,1785.24
40955,1791.29
40956,1792.92
40957,1779.81
40958,1779.81
40959,1779.81
40960,1779.81
40961,1777.59
40962,1781.57
40963,1776.11
40964,1772.42
40965,1772.42
40966,1772.42
40967,1777.27
40968,1767.83
40969,1766.85
40970,1770.7
40971,1775.69
40972,1775.69
40973,1775.69
40974,1774.03
40975,1779.32
40976,1773.88
40977,1765.06
40978,1762.08
40979,1762.08
40980,1762.08
40981,1766.1
40982,1760.77
40983,1761.04
40984,1761.02
40985,1758.38
40986,1758.38
40987,1758.38
40988,1758.38
40989,1759.78
40990,1758.03
40991,1761.87
40992,1760.17
40993,1760.17
40994,1760.17
40995,1759.58
40996,1762.93
40997,1771.25
40998,1784.66
40999,1792.07
41000,1792.07
41001,1792.07
41002,1779.13
41003,1767.84
41004,1772.58
41005,1772.58
41006,1772.58
41007,1772.58
41008,1772.58
41009,1779.53
41010,1793.3
41011,1787.66
41012,1778.78
41013,1777.12
41014,1777.12
41015,1777.12
41016,1775.67
41017,1769.07
41018,1774.21
41019,1776.06
41020,1771.13
41021,1771.13
41022,1771.13
41023,1774.44
41024,1767.91
41025,1763.85
41026,1764.63
41027,1761.2
41028,1761.2
41029,1761.2
41030,1764
41031,1764
41032,1760.12
41033,1754.89
41034,1757.24
41035,1757.24
41036,1757.24
41037,1759.12
41038,1760.6
41039,1775.96
41040,1765
41041,1764.69
41042,1764.69
41043,1764.69
41044,1771.6
41045,1778.37
41046,1793.61
41047,1804.92
41048,1814.46
41049,1814.46
41050,1814.46
41051,1814.46
41052,1824.73
41053,1845.17
41054,1836.45
41055,1840.69
41056,1840.69
41057,1840.69
41058,1840.69
41059,1818.82
41060,1827.83
41061,1833.8
41062,1834.71
41063,1834.71
41064,1834.71
41065,1815.54
41066,1798.85
41067,1782.89
41068,1766.91
41069,1776.26
41070,1776.26
41071,1776.26
41072,1776.26
41073,1776.47
41074,1783.45
41075,1787.63
41076,1786.21
41077,1786.21
41078,1786.21
41079,1786.21
41080,1773.18
41081,1770.38
41082,1775.99
41083,1787.47
41084,1787.47
41085,1787.47
41086,1803.37
41087,1805.14
41088,1796.18
41089,1805.6
41090,1784.6
41091,1784.6
41092,1784.6
41093,1784.6
41094,1771.53
41095,1771.53
41096,1774.37
41097,1785.25
41098,1785.25
41099,1785.25
41100,1790.25
41101,1785.06
41102,1787.72
41103,1790.12
41104,1780.21
41105,1780.21
41106,1780.21
41107,1778.42
41108,1778.97
41109,1778.28
41110,1775.8
41111,1775.8
41112,1775.8
41113,1775.8
41114,1790.39
41115,1797.33
41116,1799.48
41117,1789.22
41118,1791.12
41119,1791.12
41120,1791.12
41121,1789.02
41122,1790.74
41123,1787.51
41124,1790.97
41125,1786.06
41126,1786.06
41127,1786.06
41128,1785.29
41129,1785.29
41130,1788.03
41131,1788.08
41132,1791.61
41133,1791.61
41134,1791.61
41135,1792.86
41136,1800.81
41137,1817.18
41138,1825.52
41139,1822.59
41140,1822.59
41141,1822.59
41142,1822.59
41143,1815.8
41144,1812.88
41145,1808.33
41146,1814.83
41147,1814.83
41148,1814.83
41149,1821.44
41150,1828.99
41151,1833.14
41152,1830.5
41153,1825.21
41154,1825.21
41155,1825.21
41156,1825.21
41157,1824.81
41158,1814.06
41159,1804.09
41160,1797.35
41161,1797.35
41162,1797.35
41163,1802.23
41164,1795.4
41165,1802.22
41166,1799.57
41167,1789.54
41168,1789.54
41169,1789.54
41170,1799.77
41171,1800.19
41172,1795.66
41173,1798.98
41174,1796.75
41175,1796.75
41176,1796.75
41177,1799.29
41178,1795.69
41179,1799.55
41180,1798.08
41181,1800.52
41182,1800.52
41183,1800.52
41184,1797.97
41185,1798.86
41186,1800.43
41187,1797.68
41188,1795.4
41189,1795.4
41190,1795.4
41191,1795.4
41192,1798.32
41193,1799.78
41194,1797.68
41195,1797.68
41196,1797.68
41197,1797.68
41198,1797.68
41199,1797.81
41200,1798.53
41201,1797.66
41202,1798.42
41203,1798.42
41204,1798.42
41205,1802.91
41206,1816.6
41207,1817.25
41208,1816.97
41209,1823.18
41210,1823.18
41211,1823.18
41212,1830.45
41213,1829.89
41214,1831.25
41215,1825.5
41216,1828.8
41217,1828.8
41218,1828.8
41219,1828.8
41220,1814.99
41221,1814.83
41222,1814.21
41223,1816.99
41224,1816.99
41225,1816.99
41226,1816.99
41227,1819.3
41228,1818.2
41229,1822.61
41230,1823.46
41231,1823.46
41232,1823.46
41233,1817.67
41234,1815.58
41235,1815.76
41236,1815.76
41237,1820.18
41238,1820.18
41239,1820.18
41240,1824.12
41241,1823.54
41242,1825.08
41243,1817.93
41244,1813.72
41245,1813.72
41246,1813.72
41247,1813.73
41248,1813.57
41249,1811.05
41250,1803.69
41251,1797.45
41252,1797.45
41253,1797.45
41254,1799.4
41255,1801.5
41256,1796.31
41257,1795.05
41258,1798.37
41259,1798.37
41260,1798.37
41261,1796.98
41262,1794.14
41263,1790.46
41264,1788.87
41265,1779.79
41266,1779.79
41267,1779.79
41268,1773.44
41269,1773.44
41270,1771.49
41271,1771.54
41272,1768.23
41273,1768.23
41274,1768.23
41275,1768.23
41276,1768.23
41277,1759.97
41278,1760.83
41279,1767.54
41280,1767.54
41281,1767.54
41282,1767.54
41283,1771.31
41284,1767.96
41285,1761.5
41286,1762.38
41287,1762.38
41288,1762.38
41289,1758.45
41290,1769.88
41291,1775.15
41292,1767.78
41293,1767.74
41294,1767.74
41295,1767.74
41296,1767.74
41297,1776.96
41298,1778.69
41299,1779.73
41300,1779.25
41301,1779.25
41302,1779.25
41303,1779.84
41304,1776.09
41305,1773.24
41306,1775.65
41307,1776.2
41308,1776.2
41309,1776.2
41310,1785.92
41311,1789.09
41312,1791.24
41313,1795.21
41314,1790.61
41315,1790.61
41316,1790.61
41317,1784.71
41318,1783.2
41319,1777.72
41320,1783.19
41321,1785.41
41322,1785.41
41323,1785.41
41324,1785.41
41325,1794.63
41326,1791.33
41327,1798.21
41328,1800.7
41329,1800.7
41330,1800.7
41331,1806.11
41332,1818.54
41333,1816.42
41334,1814.28
41335,1816.48
41336,1816.48
41337,1816.48
41338,1813.53
41339,1809.65
41340,1808
41341,1803.65
41342,1800.45
41343,1800.45
41344,1800.45
41345,1801.2
41346,1801.64
41347,1798.56
41348,1797.28
41349,1804.06
41350,1804.06
41351,1804.06
41352,1809.58
41353,1809.83
41354,1812.35
41355,1822.78
41356,1825.79
41357,1825.79
41358,1825.79
41359,1825.79
41360,1828.95
41361,1832.2
41362,1832.2
41363,1832.2
41364,1832.2
41365,1832.2
41366,1823.12
41367,1817.14
41368,1819.93
41369,1829.01
41370,1826.88
41371,1826.88
41372,1826.88
41373,1817.66
41374,1813.11
41375,1821.2
41376,1823.84
41377,1827.79
41378,1827.79
41379,1827.79
41380,1834.86
41381,1833.98
41382,1846.46
41383,1847.02
41384,1835.57
41385,1835.57
41386,1835.57
41387,1841.14
41388,1838.03
41389,1836.79
41390,1830.84
41391,1833.7
41392,1833.7
41393,1833.7
41394,1828.79
41395,1825.83
41396,1825.83
41397,1836.34
41398,1835.88
41399,1835.88
41400,1835.88
41401,1831.42
41402,1827.13
41403,1830.7
41404,1833.07
41405,1834.83
41406,1834.83
41407,1834.83
41408,1834.83
41409,1838.63
41410,1843.75
41411,1838.82
41412,1841.35
41413,1841.35
41414,1841.35
41415,1842.59
41416,1846.76
41417,1850.55
41418,1864.02
41419,1874.1
41420,1874.1
41421,1874.1
41422,1874.1
41423,1897.1
41424,1894.13
41425,1891.48
41426,1907.76
41427,1907.76
41428,1907.76
41429,1907.76
41430,1894.4
41431,1899.08
41432,1907.88
41433,1898.8
41434,1898.8
41435,1898.8
41436,1898.8
41437,1907.12
41438,1897.53
41439,1895.01
41440,1882.38
41441,1882.38
41442,1882.38
41443,1883.57
41444,1902.47
41445,1900.87
41446,1937.26
41447,1941.06
41448,1941.06
41449,1941.06
41450,1942.97
41451,1928.27
41452,1921.86
41453,1922.63
41454,1929
41455,1929
41456,1929
41457,1929
41458,1919.42
41459,1915.45
41460,1915.45
41461,1927.4
41462,1927.4
41463,1927.4
41464,1926.84
41465,1920.12
41466,1920.24
41467,1910.79
41468,1905.25
41469,1905.25
41470,1905.25
41471,1893.16
41472,1878.42
41473,1873.25
41474,1883.29
41475,1884.01
41476,1884.01
41477,1884.01
41478,1880.87
41479,1886.06
41480,1891.02
41481,1887.4
41482,1886.26
41483,1886.26
41484,1886.26
41485,1888.95
41486,1890.33
41487,1896.15
41488,1896.65
41489,1891.67
41490,1891.67
41491,1891.67
41492,1883.24
41493,1882.01
41494,1882.01
41495,1877.23
41496,1873.92
41497,1873.92
41498,1873.92
41499,1868.9
41500,1882.36
41501,1883.15
41502,1901.03
41503,1907.06
41504,1907.06
41505,1907.06
41506,1907.06
41507,1922.73
41508,1929.75
41509,1921.99
41510,1911.16
41511,1911.16
41512,1911.16
41513,1922.96
41514,1938.26
41515,1939.85
41516,1943.04
41517,1935.43
41518,1935.43
41519,1935.43
41520,1935.43
41521,1946.28
41522,1938.99
41523,1952.11
41524,1947.99
41525,1947.99
41526,1947.99
41527,1946.06
41528,1935.55
41529,1923.64
41530,1919.25
41531,1919.54
41532,1919.54
41533,1919.54
41534,1917.03
41535,1914.12
41536,1911.3
41537,1887.3
41538,1889.12
41539,1889.12
41540,1889.12
41541,1892.89
41542,1888.14
41543,1893.42
41544,1899.1
41545,1914.65
41546,1914.65
41547,1914.65
41548,1908.29
41549,1893.77
41550,1884.97
41551,1889.95
41552,1886.78
41553,1886.78
41554,1886.78
41555,1885.19
41556,1889.17
41557,1894.06
41558,1885.84
41559,1883.65
41560,1883.65
41561,1883.65
41562,1883.65
41563,1883.7
41564,1880.91
41565,1879.48
41566,1879.88
41567,1879.88
41568,1879.88
41569,1885.52
41570,1879.46
41571,1883.14
41572,1882.11
41573,1882.34
41574,1882.34
41575,1882.34
41576,1884.43
41577,1883.42
41578,1884.06
41579,1889.16
41580,1901.22
41581,1901.22
41582,1901.22
41583,1901.22
41584,1916.22
41585,1916.8
41586,1924.87
41587,1932.77
41588,1932.77
41589,1932.77
41590,1932.77
41591,1928.96
41592,1932.03
41593,1929.24
41594,1919.89
41595,1919.89
41596,1919.89
41597,1915.37
41598,1919.2
41599,1923.19
41600,1932.42
41601,1929.13
41602,1929.13
41603,1929.13
41604,1926.99
41605,1926.74
41606,1928.25
41607,1928.25
41608,1931.88
41609,1931.88
41610,1931.88
41611,1934.16
41612,1941.01
41613,1948.48
41614,1940.26
41615,1936.33
41616,1936.33
41617,1936.33
41618,1932.71
41619,1933.52
41620,1935.61
41621,1935.89
41622,1930.87
41623,1930.87
41624,1930.87
41625,1934.95
41626,1936.14
41627,1945.6
41628,1943.46
41629,1935.93
41630,1935.93
41631,1935.93
41632,1925.45
41633,1922.76
41634,1922.76
41635,1921.22
41636,1922.56
41637,1922.56
41638,1922.56
41639,1926.83
41640,1926.83
41641,1926.83
41642,1938.89
41643,1936.92
41644,1936.92
41645,1936.92
41646,1936.92
41647,1930.45
41648,1933.24
41649,1934.88
41650,1926.55
41651,1926.55
41652,1926.55
41653,1924.79
41654,1932.59
41655,1941.45
41656,1947.15
41657,1957.86
41658,1957.86
41659,1957.86
41660,1957.86
41661,1981.98
41662,1983.48
41663,1993.23
41664,2000.48
41665,2000.48
41666,2000.48
41667,1997.91
41668,2000.56
41669,2013.17
41670,2008.26
41671,2021.1
41672,2021.1
41673,2021.1
41674,2039.85
41675,2041.34
41676,2048.75
41677,2049.52
41678,2046.06
41679,2046.06
41680,2046.06
41681,2048.55
41682,2041.61
41683,2031.75
41684,2032.99
41685,2022.68
41686,2022.68
41687,2022.68
41688,2022.68
41689,2028.54
41690,2042.22
41691,2052.46
41692,2043.96
41693,2043.96
41694,2043.96
41695,2042.67
41696,2045.45
41697,2053.11
41698,2054.9
41699,2046.75
41700,2046.75
41701,2046.75
41702,2052.51
41703,2047.75
41704,2045.14
41705,2030.02
41706,2036.2
41707,2036.2
41708,2036.2
41709,2042.78
41710,2043.59
41711,2047.59
41712,2044.48
41713,2044.58
41714,2044.58
41715,2044.58
41716,2035.16
41717,2034.86
41718,2017.38
41719,1998.6
41720,1993.85
41721,1993.85
41722,1993.85
41723,1993.85
41724,1978.63
41725,1973.03
41726,1965.64
41727,1965.32
41728,1965.32
41729,1965.32
41730,1969.45
41731,1966.02
41732,1963.51
41733,1966.4
41734,1951.85
41735,1951.85
41736,1951.85
41737,1937.59
41738,1923.95
41739,1931.09
41740,1920.93
41741,1927.28
41742,1927.28
41743,1927.28
41744,1926.47
41745,1932.42
41746,1930.62
41747,1930.62
41748,1930.62
41749,1930.62
41750,1930.62
41751,1921.75
41752,1929.66
41753,1936.63
41754,1936.07
41755,1942.37
41756,1942.37
41757,1942.37
41758,1936.13
41759,1935.14
41760,1933.46
41761,1933.46
41762,1926.3
41763,1926.3
41764,1926.3
41765,1923.07
41766,1918.2
41767,1912.97
41768,1902.15
41769,1901.51
41770,1901.51
41771,1901.51
41772,1904.85
41773,1919.7
41774,1925.31
41775,1927.8
41776,1925.41
41777,1925.41
41778,1925.41
41779,1921.16
41780,1920.41
41781,1911.33
41782,1905.8
41783,1905.53
41784,1905.53
41785,1905.53
41786,1905.53
41787,1917.34
41788,1910.8
41789,1905.96
41790,1900.64
41791,1900.64
41792,1900.64
41793,1900.64
41794,1899.74
41795,1897.7
41796,1892.08
41797,1886.09
41798,1886.09
41799,1886.09
41800,1883.76
41801,1884.97
41802,1884.63
41803,1877.18
41804,1877.37
41805,1877.37
41806,1877.37
41807,1886.62
41808,1899.9
41809,1895.92
41810,1881.34
41811,1884.56
41812,1884.56
41813,1884.56
41814,1884.56
41815,1886.85
41816,1880.37
41817,1886.01
41818,1881.19
41819,1881.19
41820,1881.19
41821,1881.19
41822,1865.42
41823,1856.73
41824,1848.91
41825,1848.91
41826,1848.91
41827,1848.91
41828,1849.28
41829,1854.24
41830,1859.94
41831,1858.47
41832,1852.57
41833,1852.57
41834,1852.57
41835,1857.93
41836,1867.88
41837,1868.41
41838,1872.27
41839,1871.87
41840,1871.87
41841,1871.87
41842,1861.28
41843,1848.98
41844,1847.85
41845,1846.12
41846,1848.56
41847,1848.56
41848,1848.56
41849,1850.61
41850,1853.3
41851,1872.43
41852,1878.75
41853,1873.65
41854,1873.65
41855,1873.65
41856,1878.68
41857,1892.35
41858,1888.51
41859,1888.51
41860,1891.59
41861,1891.59
41862,1891.59
41863,1881.62
41864,1877.4
41865,1883.33
41866,1877.77
41867,1884.81
41868,1884.81
41869,1884.81
41870,1884.81
41871,1894.27
41872,1912.43
41873,1919.84
41874,1924.4
41875,1924.4
41876,1924.4
41877,1932.39
41878,1928.67
41879,1926.92
41880,1935.04
41881,1918.62
41882,1918.62
41883,1918.62
41884,1918.62
41885,1931.49
41886,1924.67
41887,1931.45
41888,1935.25
41889,1935.25
41890,1935.25
41891,1942.03
41892,1962.84
41893,1975.82
41894,1979.97
41895,1994.97
41896,1994.97
41897,1994.97
41898,1987.71
41899,1978.08
41900,1975.47
41901,1975.42
41902,1966.89
41903,1966.89
41904,1966.89
41905,1992.68
41906,1997.91
41907,2007.48
41908,2019.76
41909,2023.89
41910,2023.89
41911,2023.89
41912,2028.48
41913,2022
41914,2025.75
41915,2021.49
41916,2026.2
41917,2026.2
41918,2026.2
41919,2028.03
41920,2026.9
41921,2040.31
41922,2041.71
41923,2052.96
41924,2052.96
41925,2052.96
41926,2052.96
41927,2049.66
41928,2057.7
41929,2074.4
41930,2064.43
41931,2064.43
41932,2064.43
41933,2065.82
41934,2048.44
41935,2049.9
41936,2053.39
41937,2065.38
41938,2065.38
41939,2065.38
41940,2069.72
41941,2055.43
41942,2044.55
41943,2050.52
41944,2061.92
41945,2061.92
41946,2061.92
41947,2061.92
41948,2076.99
41949,2081.24
41950,2086.86
41951,2103.25
41952,2103.25
41953,2103.25
41954,2103.12
41955,2103.12
41956,2115.59
41957,2133.03
41958,2160.47
41959,2160.47
41960,2160.47
41961,2160.47
41962,2158.58
41963,2156.73
41964,2156.93
41965,2142.02
41966,2142.02
41967,2142.02
41968,2158.12
41969,2162.15
41970,2165.15
41971,2165.15
41972,2206.19
41973,2206.19
41974,2206.19
41975,2252.36
41976,2293.47
41977,2286.03
41978,2284.24
41979,2304.12
41980,2304.12
41981,2304.12
41982,2304.12
41983,2350.01
41984,2381.96
41985,2423.56
41986,2405.31
41987,2405.31
41988,2405.31
41989,2414.39
41990,2446.35
41991,2412.79
41992,2334.98
41993,2297.14
41994,2297.14
41995,2297.14
41996,2316.93
41997,2342.57
41998,2346.9
41999,2346.9
42000,2358.46
42001,2358.46
42002,2358.46
42003,2378.56
42004,2392.46
42005,2392.46
42006,2392.46
42007,2383.37
42008,2383.37
42009,2383.37
42010,2412.82
42011,2452.11
42012,2434.31
42013,2405.03
42014,2406.71
42015,2406.71
42016,2406.71
42017,2406.71
42018,2442.03
42019,2438.79
42020,2398.91
42021,2383.91
42022,2383.91
42023,2383.91
42024,2383.91
42025,2373.44
42026,2361.54
42027,2370.75
42028,2386.5
42029,2386.5
42030,2386.5
42031,2386.28
42032,2381.11
42033,2362.42
42034,2397.35
42035,2441.1
42036,2441.1
42037,2441.1
42038,2407.29
42039,2374.72
42040,2381.91
42041,2384.53
42042,2384.76
42043,2384.76
42044,2384.76
42045,2371.31
42046,2380.79
42047,2416.61
42048,2401.03
42049,2376.23
42050,2376.23
42051,2376.23
42052,2376.23
42053,2416.37
42054,2429.71
42055,2445.16
42056,2455.54
42057,2455.54
42058,2455.54
42059,2489.81
42060,2500.59
42061,2489.41
42062,2484.58
42063,2496.99
42064,2496.99
42065,2496.99
42066,2522.03
42067,2555.08
42068,2565.9
42069,2543.47
42070,2565.61
42071,2565.61
42072,2565.61
42073,2592.86
42074,2618.79
42075,2633.65
42076,2610.08
42077,2661.52
42078,2661.52
42079,2661.52
42080,2675.08
42081,2677.97
42082,2651.49
42083,2613.38
42084,2587.71
42085,2587.71
42086,2587.71
42087,2587.71
42088,2526.79
42089,2535.55
42090,2551.3
42091,2556.85
42092,2556.85
42093,2556.85
42094,2576.05
42095,2598.36
42096,2576.41
42097,2576.41
42098,2576.41
42099,2576.41
42100,2576.41
42101,2522.71
42102,2518.05
42103,2490.9
42104,2494.77
42105,2516.08
42106,2516.08
42107,2516.08
42108,2537.33
42109,2550.83
42110,2534.63
42111,2493.93
42112,2495.01
42113,2495.01
42114,2495.01
42115,2487.07
42116,2469.03
42117,2488.5
42118,2471.21
42119,2461.17
42120,2461.17
42121,2461.17
42122,2419.81
42123,2393.42
42124,2388.06
42125,2393.58
42126,2393.58
42127,2393.58
42128,2393.58
42129,2408.17
42130,2386.72
42131,2362.41
42132,2369.23
42133,2360.58
42134,2360.58
42135,2360.58
42136,2381.53
42137,2386.77
42138,2377.87
42139,2389.49
42140,2417.01
42141,2417.01
42142,2417.01
42143,2417.01
42144,2475.45
42145,2503.37
42146,2489.39
42147,2500.22
42148,2500.22
42149,2500.22
42150,2500.22
42151,2542.53
42152,2548.13
42153,2549.97
42154,2533.79
42155,2533.79
42156,2533.79
42157,2549.29
42158,2554.44
42159,2571.92
42160,2588.56
42161,2623.66
42162,2623.66
42163,2623.66
42164,2623.66
42165,2569.17
42166,2523
42167,2538.55
42168,2535.91
42169,2535.91
42170,2535.91
42171,2535.91
42172,2531.72
42173,2550.43
42174,2528.85
42175,2548.2
42176,2548.2
42177,2548.2
42178,2537.68
42179,2550.74
42180,2566.66
42181,2556.21
42182,2585.11
42183,2585.11
42184,2585.11
42185,2585.11
42186,2598.68
42187,2626.8
42188,2623.91
42189,2642.97
42190,2642.97
42191,2642.97
42192,2665.41
42193,2690.15
42194,2690.79
42195,2670.79
42196,2667.37
42197,2667.37
42198,2667.37
42199,2693.54
42200,2688.2
42201,2713.04
42202,2727.23
42203,2751.88
42204,2751.88
42205,2751.88
42206,2751.88
42207,2765.1
42208,2790.26
42209,2807.36
42210,2857.46
42211,2857.46
42212,2857.46
42213,2854.13
42214,2855.44
42215,2855.32
42216,2866.04
42217,2862.51
42218,2862.51
42219,2862.51
42220,2902.98
42221,2906.95
42222,2945.97
42223,2955.31
42224,2955.31
42225,2955.31
42226,2955.31
42227,2913.45
42228,2943.97
42229,2937.63
42230,2966.12
42231,2983.12
42232,2983.12
42233,2983.12
42234,2983.12
42235,3003.35
42236,3027.2
42237,3053.65
42238,3102.6
42239,3102.6
42240,3102.6
42241,3208.37
42242,3194.24
42243,3238.51
42244,3195.47
42245,3101.1
42246,3101.1
42247,3101.1
42248,3079.97
42249,3093.64
42250,3142.34
42251,3119.93
42252,3113.55
42253,3113.55
42254,3113.55
42255,3113.55
42256,3138.46
42257,3105.4
42258,3080.57
42259,3012.96
42260,3012.96
42261,3012.96
42262,3032.59
42263,3025.28
42264,2989.04
42265,2975.13
42266,2984.9
42267,2984.9
42268,2984.9
42269,3001.68
42270,3065.74
42271,3099.28
42272,3135.17
42273,3080.44
42274,3080.44
42275,3080.44
42276,3096.98
42277,3121.94
42278,3086.75
42279,3061.85
42280,3034.9
42281,3034.9
42282,3034.9
42283,2971.15
42284,2913.74
42285,2891.91
42286,2887.21
42287,2855.74
42288,2855.74
42289,2855.74
42290,2855.74
42291,2910.7
42292,2928.69
42293,2908.87
42294,2879.89
42295,2879.89
42296,2879.89
42297,2912.99
42298,2929.19
42299,2966.68
42300,2925.36
42301,2912.08
42302,2912.08
42303,2912.08
42304,2918.21
42305,2950.87
42306,2926.75
42307,2921.32
42308,2897.83
42309,2897.83
42310,2897.83
42311,2897.83
42312,2825.25
42313,2819.63
42314,2853.32
42315,2896.19
42316,2896.19
42317,2896.19
42318,2921.15
42319,2935.86
42320,2935.86
42321,3009.36
42322,3073.23
42323,3073.23
42324,3073.23
42325,3073.23
42326,3069.24
42327,3108.7
42328,3082.04
42329,3047.31
42330,3047.31
42331,3047.31
42332,3086.82
42333,3074.35
42334,3099.75
42335,3099.75
42336,3101.1
42337,3101.1
42338,3101.1
42339,3142.11
42340,3131.95
42341,3166.67
42342,3149.12
42343,3179.22
42344,3179.22
42345,3179.22
42346,3287.03
42347,3287.03
42348,3294.02
42349,3259.56
42350,3299.36
42351,3299.36
42352,3299.36
42353,3356
42354,3328.08
42355,3317.72
42356,3333.37
42357,3337.68
42358,3337.68
42359,3337.68
42360,3332.7
42361,3307.24
42362,3255.19
42363,3172.03
42364,3172.03
42365,3172.03
42366,3172.03
42367,3180.87
42368,3155.22
42369,3149.47
42370,3149.47
42371,3149.47
42372,3149.47
42373,3149.47
42374,3213.24
42375,3203.86
42376,3250.69
42377,3287.28
42378,3268.37
42379,3268.37
42380,3268.37
42381,3268.37
42382,3246.51
42383,3235.45
42384,3240.71
42385,3293.94
42386,3293.94
42387,3293.94
42388,3293.94
42389,3297.46
42390,3357.67
42391,3368.49
42392,3281.74
42393,3281.74
42394,3281.74
42395,3362.38
42396,3375.8
42397,3366.63
42398,3302.92
42399,3287.31
42400,3287.31
42401,3287.31
42402,3326.82
42403,3387.69
42404,3382.2
42405,3315.75
42406,3320.49
42407,3320.49
42408,3320.49
42409,3367.02
42410,3391.93
42411,3385.65
42412,3434.89
42413,3409.82
42414,3409.82
42415,3409.82
42416,3409.82
42417,3406.87
42418,3391.87
42419,3338.03
42420,3356.78
42421,3356.78
42422,3356.78
42423,3314.24
42424,3322.54
42425,3341.69
42426,3310.16
42427,3306
42428,3306
42429,3306
42430,3319.8
42431,3268.86
42432,3205.6
42433,3203.03
42434,3163.25
42435,3163.25
42436,3163.25
42437,3135.28
42438,3155.9
42439,3192.49
42440,3204.27
42441,3164.12
42442,3164.12
42443,3164.12
42444,3175.95
42445,3175.88
42446,3155.9
42447,3087.39
42448,3065.79
42449,3065.79
42450,3065.79
42451,3065.79
42452,3050.31
42453,3058.8
42454,3058.8
42455,3058.8
42456,3058.8
42457,3058.8
42458,3047.85
42459,3052.33
42460,3022.35
42461,3000.63
42462,3038.48
42463,3038.48
42464,3038.48
42465,3066.94
42466,3085.82
42467,3081.39
42468,3109.6
42469,3076.29
42470,3076.29
42471,3076.29
42472,3057.96
42473,3036.57
42474,3006.35
42475,3000.78
42476,2999.38
42477,2999.38
42478,2999.38
42479,2995.86
42480,2912.2
42481,2899.92
42482,2928.7
42483,2939.7
42484,2939.7
42485,2939.7
42486,2962.08
42487,2945.37
42488,2943.23
42489,2885.72
42490,2851.14
42491,2851.14
42492,2851.14
42493,2833.78
42494,2895.51
42495,2942.16
42496,2952.37
42497,2969.62
42498,2969.62
42499,2969.62
42500,2969.62
42501,2979.54
42502,2956.82
42503,2934.88
42504,2983.82
42505,2983.82
42506,2983.82
